actual,staff,matched_to,sim,correct
brevan_howard,Professor Franklin Allen,health_mgmt,0.0353535353535,False
brevan_howard,Professor Douglas Gale,digital_city_exchange,0.0386740331492,False
centre_for_management_buy_out_research,"Wright, Mike Professor",brevan_howard,0.0574712643678,False
enterprise_research_centre,"Wright, Mike Professor",brevan_howard,0.0574712643678,False
centre_for_management_buy_out_research,"Ball, Rod",brevan_howard,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",centre_for_management_buy_out_research,0.0,True
centre_for_management_buy_out_research,"Ball, Rod",digital_city_exchange,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",energy_business_research,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",enterprise_research_centre,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",ghandi_centre,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",global_finance_tech,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",health_mgmt,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",hedge_funds,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",kpmg,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",risk_mgmt,0.0,False
energy_business_research,"Autio, Erkko Prof ",ghandi_centre,0.0730769230769,False
energy_business_research,"Biffis, Enrico, Dr",risk_mgmt,0.0588235294118,False
hedge_funds,"Biffis, Enrico, Dr",risk_mgmt,0.0588235294118,False
risk_mgmt,"Biffis, Enrico, Dr",risk_mgmt,0.0588235294118,True
energy_business_research,"Della Corte, Pasquale Dr",health_mgmt,0.0315315315315,False
hedge_funds,"Della Corte, Pasquale Dr",health_mgmt,0.0315315315315,False
risk_mgmt,"Della Corte, Pasquale Dr",health_mgmt,0.0315315315315,False
energy_business_research,"Distaso, Walter Dr",ghandi_centre,0.0542168674699,False
hedge_funds,"Distaso, Walter Dr",ghandi_centre,0.0542168674699,False
risk_mgmt,"Distaso, Walter Dr",ghandi_centre,0.0542168674699,False
energy_business_research,"Green, Richard Prof",health_mgmt,0.0596330275229,False
ghandi_centre,"Green, Richard Prof",health_mgmt,0.0596330275229,False
