actual,staff,matched_to,sim,correct
brevan_howard,Professor Franklin Allen,health_mgmt,0.119808459575,False
brevan_howard,Professor Douglas Gale,hedge_funds,0.0848677517814,False
centre_for_management_buy_out_research,"Wright, Mike Professor",centre_for_management_buy_out_research,0.130984207999,True
enterprise_research_centre,"Wright, Mike Professor",centre_for_management_buy_out_research,0.130984207999,False
centre_for_management_buy_out_research,"Ball, Rod",brevan_howard,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",centre_for_management_buy_out_research,0.0,True
centre_for_management_buy_out_research,"Ball, Rod",digital_city_exchange,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",energy_business_research,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",enterprise_research_centre,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",ghandi_centre,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",global_finance_tech,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",health_mgmt,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",hedge_funds,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",kpmg,0.0,False
centre_for_management_buy_out_research,"Ball, Rod",risk_mgmt,0.0,False
energy_business_research,"Autio, Erkko Prof ",ghandi_centre,0.180324877433,False
energy_business_research,"Biffis, Enrico, Dr",risk_mgmt,0.152209883712,False
hedge_funds,"Biffis, Enrico, Dr",risk_mgmt,0.152209883712,False
risk_mgmt,"Biffis, Enrico, Dr",risk_mgmt,0.152209883712,True
energy_business_research,"Della Corte, Pasquale Dr",hedge_funds,0.141333050668,False
hedge_funds,"Della Corte, Pasquale Dr",hedge_funds,0.141333050668,True
risk_mgmt,"Della Corte, Pasquale Dr",hedge_funds,0.141333050668,False
energy_business_research,"Distaso, Walter Dr",ghandi_centre,0.132127663967,False
hedge_funds,"Distaso, Walter Dr",ghandi_centre,0.132127663967,False
risk_mgmt,"Distaso, Walter Dr",ghandi_centre,0.132127663967,False
energy_business_research,"Green, Richard Prof",health_mgmt,0.186018237285,False
ghandi_centre,"Green, Richard Prof",health_mgmt,0.186018237285,False
energy_business_research,"Kosowski, Robert Dr ",enterprise_research_centre,0.11556254088,False
hedge_funds,"Kosowski, Robert Dr ",enterprise_research_centre,0.11556254088,False
risk_mgmt,"Kosowski, Robert Dr ",enterprise_research_centre,0.11556254088,False
energy_business_research,"Martin, Ralf Dr",health_mgmt,0.13295400587,False
energy_business_research,"Ozaki, Ritsuko Dr",energy_business_research,0.171958984857,True
energy_business_research,"Smith, Keith Dr",health_mgmt,0.174077655956,False
energy_business_research,"Wiesemann, Wolfram Dr",health_mgmt,0.11396057646,False
kpmg,"Wiesemann, Wolfram Dr",health_mgmt,0.11396057646,False
global_finance_tech,Andrei Kirilenko,hedge_funds,0.122670917878,False
health_mgmt,"Barlow, James Prof",health_mgmt,0.180769249275,True
health_mgmt,"Cox, Benita Dr",health_mgmt,0.195005979767,True
health_mgmt,"Miraldo, Marisa Dr",brevan_howard,0.137620470641,False
kpmg,"Miraldo, Marisa Dr",brevan_howard,0.137620470641,False
ghandi_centre,"Miraldo, Marisa Dr",brevan_howard,0.137620470641,False
health_mgmt,"de Preux, Laure Dr",energy_business_research,0.174077655956,False
health_mgmt,"Propper,",health_mgmt,0.193555361266,True
