actual,staff,matched_to,sim,correct
brevan_howard,Professor Franklin Allen,global_finance_tech,0.0388888888889,False
brevan_howard,Professor Douglas Gale,hedge_funds,0.0423861852433,False
centre_for_management_buy_out_research,"Wright, Mike Professor",centre_for_management_buy_out_research,0.0674157303371,True
enterprise_research_centre,"Wright, Mike Professor",centre_for_management_buy_out_research,0.0674157303371,False
centre_for_management_buy_out_research,"Ball, Rod",enterprise_research_centre,0.03125,False
energy_business_research,"Autio, Erkko Prof ",ghandi_centre,0.0684931506849,False
energy_business_research,"Biffis, Enrico, Dr",risk_mgmt,0.0730337078652,False
hedge_funds,"Biffis, Enrico, Dr",risk_mgmt,0.0730337078652,False
risk_mgmt,"Biffis, Enrico, Dr",risk_mgmt,0.0730337078652,True
energy_business_research,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0487804878049,False
hedge_funds,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0487804878049,False
risk_mgmt,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0487804878049,False
energy_business_research,"Distaso, Walter Dr",global_finance_tech,0.0552147239264,False
hedge_funds,"Distaso, Walter Dr",global_finance_tech,0.0552147239264,False
risk_mgmt,"Distaso, Walter Dr",global_finance_tech,0.0552147239264,False
energy_business_research,"Green, Richard Prof",health_mgmt,0.0493827160494,False
ghandi_centre,"Green, Richard Prof",health_mgmt,0.0493827160494,False
energy_business_research,"Kosowski, Robert Dr ",hedge_funds,0.0734632683658,False
hedge_funds,"Kosowski, Robert Dr ",hedge_funds,0.0734632683658,True
risk_mgmt,"Kosowski, Robert Dr ",hedge_funds,0.0734632683658,False
energy_business_research,"Martin, Ralf Dr",health_mgmt,0.0501930501931,False
energy_business_research,"Ozaki, Ritsuko Dr",energy_business_research,0.0984848484848,True
energy_business_research,"Smith, Keith Dr",enterprise_research_centre,0.0676328502415,False
energy_business_research,"Wiesemann, Wolfram Dr",brevan_howard,0.0571428571429,False
kpmg,"Wiesemann, Wolfram Dr",brevan_howard,0.0571428571429,False
global_finance_tech,Andrei Kirilenko,hedge_funds,0.0477568740955,False
health_mgmt,"Barlow, James Prof",health_mgmt,0.0815217391304,True
health_mgmt,"Cox, Benita Dr",health_mgmt,0.0610465116279,True
health_mgmt,"Miraldo, Marisa Dr",brevan_howard,0.0552147239264,False
kpmg,"Miraldo, Marisa Dr",brevan_howard,0.0552147239264,False
ghandi_centre,"Miraldo, Marisa Dr",brevan_howard,0.0552147239264,False
health_mgmt,"de Preux, Laure Dr",energy_business_research,0.0603015075377,False
health_mgmt,"Propper,",health_mgmt,0.0754189944134,True
health_mgmt,"Smith, Peter C Professor",health_mgmt,0.0641025641026,True
health_mgmt,Eliana Barrenho,risk_mgmt,0.0493827160494,False
hedge_funds,"Cathcart, Lara Dr",centre_for_management_buy_out_research,0.0470588235294,False
hedge_funds,"Cathcart, Lara Dr",global_finance_tech,0.0470588235294,False
hedge_funds,"Cathcart, Lara Dr",risk_mgmt,0.0470588235294,False
risk_mgmt,"Cathcart, Lara Dr",centre_for_management_buy_out_research,0.0470588235294,False
risk_mgmt,"Cathcart, Lara Dr",global_finance_tech,0.0470588235294,False
risk_mgmt,"Cathcart, Lara Dr",risk_mgmt,0.0470588235294,True
hedge_funds,"Sefton, James Prof",ghandi_centre,0.0495867768595,False
risk_mgmt,"Sefton, James Prof",ghandi_centre,0.0495867768595,False
hedge_funds,"Zaffaroni, Paolo Dr",hedge_funds,0.0772594752187,True
risk_mgmt,"Zaffaroni, Paolo Dr",hedge_funds,0.0772594752187,False
hedge_funds,"Abadir, Karim Prof",hedge_funds,0.0319888734353,True
risk_mgmt,"Abadir, Karim Prof",hedge_funds,0.0319888734353,False
hedge_funds,"Buraschi, Andrea Prof",hedge_funds,0.0703363914373,True
risk_mgmt,"Buraschi, Andrea Prof",hedge_funds,0.0703363914373,False
hedge_funds,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.0633802816901,False
risk_mgmt,"Chemla, Gilles Dr",centre_for_management_buy_out_research,0.0633802816901,False
hedge_funds,"Tinn, Katrin Dr",global_finance_tech,0.0708661417323,False
risk_mgmt,"Tinn, Katrin Dr",global_finance_tech,0.0708661417323,False
hedge_funds,Dr Petri Jylha,brevan_howard,0.0695652173913,False
risk_mgmt,Dr Petri Jylha,brevan_howard,0.0695652173913,False
hedge_funds,Professor Rustam Ibragimov,kpmg,0.0427698574338,False
risk_mgmt,Professor Rustam Ibragimov,kpmg,0.0427698574338,False
digital_city_exchange,"Gann, David Prof",kpmg,0.0535987748851,False
kpmg,"Kennedy, Mark Dr",kpmg,0.068085106383,True
kpmg,"Haskel, Jonathan Professor",kpmg,0.0729783037475,True
kpmg,"Talluri, Kalyan Professor",energy_business_research,0.0491803278689,False
ghandi_centre,"Talluri, Kalyan Professor",energy_business_research,0.0491803278689,False
kpmg,"Sismeiro, Catarina Dr",kpmg,0.0521920668058,True
ghandi_centre,"Chaturvedi, Sankalp Dr",ghandi_centre,0.0519480519481,True
ghandi_centre,Andreas Eisingerich,kpmg,0.0726141078838,False
ghandi_centre,"Malhotra, Namrata Dr",energy_business_research,0.0692640692641,False
ghandi_centre,Anu Wadhawa,centre_for_management_buy_out_research,0.0561797752809,False
ghandi_centre,"Alnuaimi, Tufool Dr",ghandi_centre,0.0855855855856,True
ghandi_centre,"Pinto, Jonathan Dr",global_finance_tech,0.0277777777778,False
ghandi_centre,"Pinto, Jonathan Dr",risk_mgmt,0.0277777777778,False
ghandi_centre,"Mishina, Yuri Dr",centre_for_management_buy_out_research,0.0567375886525,False
