actual,staff,matched_to,sim,correct
brevan_howard,Professor Franklin Allen,global_finance_tech,0.0915929131809,False
brevan_howard,Professor Douglas Gale,brevan_howard,0.106310813891,True
centre_for_management_buy_out_research,"Wright, Mike Professor",centre_for_management_buy_out_research,0.129405585794,True
enterprise_research_centre,"Wright, Mike Professor",centre_for_management_buy_out_research,0.129405585794,False
centre_for_management_buy_out_research,"Ball, Rod",brevan_howard,0.0855920985022,False
energy_business_research,"Autio, Erkko Prof ",ghandi_centre,0.131500744386,False
energy_business_research,"Biffis, Enrico, Dr",risk_mgmt,0.130031582934,False
hedge_funds,"Biffis, Enrico, Dr",risk_mgmt,0.130031582934,False
risk_mgmt,"Biffis, Enrico, Dr",risk_mgmt,0.130031582934,True
energy_business_research,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0958111189045,False
hedge_funds,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0958111189045,False
risk_mgmt,"Della Corte, Pasquale Dr",centre_for_management_buy_out_research,0.0958111189045,False
energy_business_research,"Distaso, Walter Dr",global_finance_tech,0.114624107985,False
hedge_funds,"Distaso, Walter Dr",global_finance_tech,0.114624107985,False
risk_mgmt,"Distaso, Walter Dr",global_finance_tech,0.114624107985,False
energy_business_research,"Green, Richard Prof",health_mgmt,0.0894338865597,False
ghandi_centre,"Green, Richard Prof",health_mgmt,0.0894338865597,False
energy_business_research,"Kosowski, Robert Dr ",hedge_funds,0.135118280266,False
hedge_funds,"Kosowski, Robert Dr ",hedge_funds,0.135118280266,True
risk_mgmt,"Kosowski, Robert Dr ",hedge_funds,0.135118280266,False
energy_business_research,"Martin, Ralf Dr",health_mgmt,0.122090730545,False
energy_business_research,"Ozaki, Ritsuko Dr",energy_business_research,0.175012391453,True
energy_business_research,"Smith, Keith Dr",enterprise_research_centre,0.139497166493,False
energy_business_research,"Wiesemann, Wolfram Dr",brevan_howard,0.130448483022,False
kpmg,"Wiesemann, Wolfram Dr",brevan_howard,0.130448483022,False
global_finance_tech,Andrei Kirilenko,hedge_funds,0.0985323299279,False
health_mgmt,"Barlow, James Prof",health_mgmt,0.153902373893,True
health_mgmt,"Cox, Benita Dr",kpmg,0.111751526277,False
health_mgmt,"Miraldo, Marisa Dr",brevan_howard,0.139987409983,False
kpmg,"Miraldo, Marisa Dr",brevan_howard,0.139987409983,False
ghandi_centre,"Miraldo, Marisa Dr",brevan_howard,0.139987409983,False
health_mgmt,"de Preux, Laure Dr",energy_business_research,0.109108945118,False
health_mgmt,"Propper,",health_mgmt,0.135470672505,True
health_mgmt,"Smith, Peter C Professor",brevan_howard,0.12717117102,False
health_mgmt,Eliana Barrenho,brevan_howard,0.128388147753,False
hedge_funds,"Cathcart, Lara Dr",brevan_howard,0.121652837681,False
risk_mgmt,"Cathcart, Lara Dr",brevan_howard,0.121652837681,False
hedge_funds,"Sefton, James Prof",brevan_howard,0.111747539067,False
risk_mgmt,"Sefton, James Prof",brevan_howard,0.111747539067,False
hedge_funds,"Zaffaroni, Paolo Dr",hedge_funds,0.146440962337,True
risk_mgmt,"Zaffaroni, Paolo Dr",hedge_funds,0.146440962337,False
hedge_funds,"Abadir, Karim Prof",hedge_funds,0.0735125375592,True
risk_mgmt,"Abadir, Karim Prof",hedge_funds,0.0735125375592,False
hedge_funds,"Buraschi, Andrea Prof",hedge_funds,0.137499753693,True
risk_mgmt,"Buraschi, Andrea Prof",hedge_funds,0.137499753693,False
hedge_funds,"Chemla, Gilles Dr",brevan_howard,0.137919321092,False
risk_mgmt,"Chemla, Gilles Dr",brevan_howard,0.137919321092,False
hedge_funds,"Tinn, Katrin Dr",brevan_howard,0.133630620956,False
risk_mgmt,"Tinn, Katrin Dr",brevan_howard,0.133630620956,False
hedge_funds,Dr Petri Jylha,brevan_howard,0.144139165049,False
risk_mgmt,Dr Petri Jylha,brevan_howard,0.144139165049,False
hedge_funds,Professor Rustam Ibragimov,global_finance_tech,0.0953462589246,False
risk_mgmt,Professor Rustam Ibragimov,global_finance_tech,0.0953462589246,False
digital_city_exchange,"Gann, David Prof",kpmg,0.100539143822,False
kpmg,"Kennedy, Mark Dr",kpmg,0.123869460044,True
kpmg,"Haskel, Jonathan Professor",brevan_howard,0.140070928866,False
kpmg,"Talluri, Kalyan Professor",brevan_howard,0.11595420713,False
ghandi_centre,"Talluri, Kalyan Professor",brevan_howard,0.11595420713,False
kpmg,"Sismeiro, Catarina Dr",digital_city_exchange,0.101904933073,False
ghandi_centre,"Chaturvedi, Sankalp Dr",ghandi_centre,0.0986430850137,True
ghandi_centre,Andreas Eisingerich,kpmg,0.129633380424,False
ghandi_centre,"Malhotra, Namrata Dr",kpmg,0.130452436829,False
ghandi_centre,Anu Wadhawa,kpmg,0.104433302908,False
ghandi_centre,"Alnuaimi, Tufool Dr",ghandi_centre,0.144913767462,True
ghandi_centre,"Pinto, Jonathan Dr",brevan_howard,0.0746653392947,False
ghandi_centre,"Mishina, Yuri Dr",centre_for_management_buy_out_research,0.11742731279,False
